@relation Electricity-board
@attribute ForkVA real
@attribute ForkW real
@attribute 'Type' {  0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19}
@data
0.548831781098712,0.144793960309205,3
0.113050279346074,0.17899376490969,3
0.104196904249678,0.859678718749837,3
0.012670507883767,0.612687174139092,3
0.320408543361738,0.58896929467238,3
0.036045662816215,0.867574996130741,3
0.852016518688575,0.421316009431117,3
0.090702880485133,0.415359807531573,3
0.369745959329398,0.986206599576052,3
0.18446762325441,0.445216669412406,3
0.093461829671773,0.917194569553774,3
0.081511858248502,0.062919871696338,3
0.860080562502,0.425349267652518,3
0.93890065114813,0.857728891519073,3
0.082677941203027,0.323229070488586,4
0.855337345390331,0.191600523259542,4
0.859601705811258,0.336529989257243,4
0.114438598896177,0.034947857584276,4
0.293294663898922,0.666298191884591,4
0.828216171308088,0.210004281164474,4
0.391921103556583,0.099663758392962,4
0.169971728859978,0.893182027410179,4
0.271928609651655,0.71551682037949,4
0.305190757548478,0.745176246342105,4
0.664636089530208,0.194682453780547,4
0.488773463711337,0.766761791030613,4
0.532129902395595,0.805521296331602,4
0.006855380318545,0.420233863011122,4
0.028958411106468,0.819052926621182,4
0.5683331564862,0.245529497288043,4
0.182118024421662,0.617063940521764,4
0.287024390428201,0.33235011843627,4
0.105545244569218,0.056642769972915,4
0.778645952782183,0.099997323971517,4
0.464933228511514,0.89412765454673,4
0.520388856237343,0.018268815960819,4
0.499160657378239,0.029394869506904,4
0.138231787592662,0.907856957724154,4
0.258345327791832,0.551129469474335,4
0.947203999867865,0.016165711611906,4
0.165291728506477,0.920511541707517,4
0.592524790781044,0.920370580959664,4
0.074627221236588,0.158309555064125,5
0.021501727166756,0.795904453137123,5
0.736747140355436,0.635818267623725,5
0.724639278770506,0.220967279923641,5
0.363667897434736,0.26345018023327,5
0.177918891298189,0.320512362621401,5
0.947232681647148,0.627128988056885,5
0.749210397695063,0.42477202761775,5
0.307184963732643,0.422272852221247,5
0.858690191085575,0.228071547080821,5
0.976147695563217,0.2604600632098,5
0.76851574823765,0.131953766917361,5
0.256079639989066,0.977099539572204,5
0.563582033232374,0.420638681300123,5
0.888325143549533,0.480466006589427,5
0.186430234694445,0.928518781892141,5
0.976819268621087,0.667299217426708,5
0.921627346935733,0.568404337609291,5
0.66687825016442,0.127772495059472,5
0.191324097855762,0.452527468786105,5
0.521897806106981,0.646874694453512,5
0.604558177694824,0.58874923194603,5
0.960845553806345,0.266813447909051,5
0.748787924758398,0.138199494137902,5
0.071888349644326,0.56179303675409,5
0.004831618793526,0.051294663383628,6
0.432569908340533,0.435603363132547,6
0.409691696182896,0.821486564475351,6
0.790173709732528,0.192108508975796,6
0.60951296830697,0.684778976744729,6
0.19255576088151,0.243723574129784,6
0.924620463728124,0.317252029089338,6
0.360972742074384,0.454330299664832,6
0.958701307886203,0.998909654547767,6
0.087906872615772,0.64995773999657,6
0.45651443033204,0.593802925641742,6
0.246599523099149,0.526459298797438,6
0.145269694619063,0.845995485732418,6
0.398435907504885,0.301994154606097,6
0.397779887097986,0.271811403872742,6
0.262591150110182,0.012260705604158,6
0.032692719474316,0.007803784258706,6
0.560213242914632,0.968320900489329,6
0.546067082713054,0.763568296013188,6
0.353513541805903,0.832461983617424,6
0.023566374213505,0.517275380481292,6
0.389300973416285,0.591304390967474,6
0.669126542157042,0.242411109074598,6
0.878072452154003,0.258705291140337,6
0.68925654938194,0.563931043624578,6
0.147990825420572,0.321118292830583,6
0.087281455315982,0.490636858612592,6
0.938187692802396,0.873580806501021,6
0.475132572501507,0.971572719934575,7
0.103368969816621,0.92860378813195,7
0.889521122686834,0.734870922158254,7
0.933260732741038,0.870017648225031,7
0.568426466976485,0.019101519126605,7
0.872792501698478,0.609356215813573,7
0.097024923891201,0.16874200134374,7
0.174391006980044,0.784673330657324,7
0.938989924060542,0.305078073405248,7
0.318562978532048,0.692991843063864,7
0.467414785920668,0.542752426809689,7
0.019684720955874,0.879831258006382,7
0.611781404549881,0.506693368840185,7
0.464850804495517,0.362054597662035,7
0.970494217655345,0.304857781746382,7
0.897999019233202,0.930329766274946,7
0.7159470294842,0.618547131288306,7
0.693627410394335,0.220978885929537,7
0.081262451191292,0.099825033215934,7
0.496145035260588,0.269880812337076,7
0.763885699336956,0.392771559805718,7
0.965208771142483,0.942637278081389,7
0.905605979271516,0.634474217042013,7
0.418313281173277,0.168155984093318,7
0.026429382971639,0.718373752090421,7
0.652767143123654,0.730961466843579,7
0.993978276385732,0.541627794982064,7
0.315077083177083,0.81735208896237,7
0.259081206825778,0.231055062027453,7
0.328144074135392,0.25009062143977,7
0.484784808074801,0.394202988289894,7
0.444163724527093,0.810641819220494,7
0.257368822490009,0.369726293340749,7
0.163093850036136,0.228942750705092,8
0.369474957121502,0.251545034581266,8
0.165453561596435,0.03143818427389,8
0.525897310952837,0.0486050571939654,8
0.0173592201302601,0.802707960021088,8
0.302785021187364,0.750906026942415,8
0.836928951645929,0.934657678093177,8
0.066045434206961,0.0125411688642991,8
0.0859178215630669,0.600821948745844,8
0.290085197738461,0.789450584397837,8
0.680065859234427,0.595282365346154,8
0.891524427649592,0.747704522338018,8
0.426696770858014,0.0431236657531342,8
0.920195313451597,0.244490586857908,8
0.812590687842602,0.0733615218968096,8
0.252407877077491,0.454925995836205,8
0.825224012850787,0.460084966071908,8
0.624903368858545,0.300376381742327,8
0.34002367968652,0.247031987954906,8
0.663577043877488,0.323242390080761,8
0.982412740810788,0.698123048015949,8
0.209531526873296,0.864143047362392,8
0.0362141542536536,0.142836408670471,8
0.923717223921667,0.177129893115302,8
0.49347357034691,0.357412882191134,8
0.876010873995263,0.231351183689784,8
0.984696016182448,0.0525076619669582,8
0.802561959134348,0.466995064665578,8
0.712250717057946,0.240385355489605,8
0.371418474781806,0.36500707063229,8
0.261625167297436,0.126583463776647,8
0.963741804291999,0.0660664784579543,8
0.031500506967491,0.641616581488471,8
0.398531822207544,0.532848336830416,8
0.51625254395354,0.278608498056139,8
0.0173359955445083,0.649580013232653,8
0.721159697453345,0.165569708075986,8
0.170383249129653,0.250531558832315,8
0.141141039851222,0.518840465283117,8
0.831421400566975,0.614683877750732,8
0.562216374124664,0.557286374001906,8
0.131465264804438,0.705410588631745,8
0.53129209726978,0.779059278381777,8
0.153099387885761,0.744659333683159,8
0.455608134546979,0.715811702520739,8
0.744257500235347,0.178643786071676,8
0.941936855950721,0.298393383764047,8
0.511304297992375,0.0829772688107768,8
0.80484405894784,0.36520870788738,8
0.902149466749162,0.175475656792534,8
0.935598551025937,0.628840347986414,8
0.00381795587130185,0.753185376639424,8
0.0435779915026275,0.573175628105576,8
0.917833660513474,0.0652893758863788,8
0.613647163787277,0.562600696640893,8
0.398295419339439,0.243553452609707,8
0.590092445290415,0.818437605762935,8
0.722679153513115,0.913883625292226,8
0.832972434119167,0.531560610285142,9
0.832210416154444,0.312501614211365,9
0.0099214831295944,0.733731656708198,9
0.50025676916087,0.569177389720648,9
0.258132640186089,0.0838673376745782,9
0.566175000435318,0.25894002121329,9
0.446213018722512,0.688302067770453,9
0.277122481390735,0.879320908192089,9
0.538476058956429,0.935005614351609,9
0.624483931845541,0.51136256941562,9
0.786058246555577,0.979876471240338,9
0.567059627165937,0.240009253715644,9
0.862585149379764,0.626528596770472,9
0.766451769371294,0.524060642599373,9
0.0711600263595784,0.743684349192518,9
0.0267968624025912,0.896716265407875,9
0.590480593353813,0.553074896043232,9
0.28736496747475,0.212629962768141,9
0.875822011676517,0.936621228570474,9
0.702029808047163,0.561131502156446,9
0.627730140238496,0.794175348439135,9
0.265866948835086,0.577111049412028,9
0.673990537862151,0.698492108248997,9
0.787509713003463,0.476877044963366,9
0.211958445063913,0.130450910204152,9
0.248769303081851,0.832836870410769,9
0.142610435946269,0.604613182351861,9
0.951374278902806,0.437386153877003,9
0.523923352367514,0.550163942403072,9
0.830986334901648,0.191172459140068,9
0.394218167148401,0.696136233859808,9
0.131720829890439,0.913403948141791,9
0.619865676738112,0.213118567766633,9
0.192023104823394,0.214840455029015,9
0.983101955417126,0.191320007512147,9
0.427490510202414,0.440614198665667,9
0.468909161199743,0.495118901411438,9
0.667914464584116,0.665877983132354,9
0.807545959524087,0.668636461473665,9
0.775805140596701,0.367554588685492,9
0.615396274904928,0.445460228372581,9
0.0784524448760142,0.268372902768036,9
0.571282451021732,0.495668816126994,9
0.515162830824753,0.42173590936687,9
0.745598557370387,0.677481329474692,9
0.600206152900072,0.0718509199105848,9
0.672054457131176,0.981331951235954,9
0.469465347635128,0.352670488367318,9
0.062312412177878,0.851869336029428,9
0.453885138266847,0.776430510260913,9
0.192075143976349,0.322780715937419,9
0.883144637710265,0.281356542099367,10
0.766105347176886,0.893844891316427,10
0.968859100701894,0.508541349861812,10
0.219938420457332,0.792791235220634,10
0.0315442707265134,0.609402972218562,10
0.222534105170806,0.692455587535641,10
0.031773726464571,0.810250370804094,10
0.869884723582115,0.286722479603879,10
0.869947195507649,0.381572219082249,10
0.324459722575838,0.23155406725809,10
0.429107616990945,0.842238049525095,10
0.685045405443037,0.401699034383781,10
0.736952412828123,0.00748910361929589,10
0.271212306551148,0.146847011268929,10
0.460416559132318,0.0783320089308326,10
0.359498414192373,0.907930457634764,10
0.457320187027298,0.85898962295052,10
0.979895189167411,0.932988127274582,10
0.725110348188044,0.17724041305668,10
0.932751184925205,0.55062849405041,10
0.480167050661302,0.31384881241618,10
0.0579490329099857,0.230116525753466,10
0.437332968488064,0.34270426286295,10
0.610631663132397,0.969937934269914,10
0.610024897645781,0.421282737474217,10
0.468980709162691,0.316800429969113,10
0.983168883793374,0.395666850317882,10
0.597153844531864,0.00517161575124536,10
0.645293966204485,0.274690043212727,10
0.287182520572123,0.620702305030237,10
0.498737070288033,0.727875958842625,10
0.514842622793657,0.0960887284929435,10
0.48577939679263,0.288551991806901,10
0.521468000555652,0.644973831342805,10
0.896542890265799,0.167804664388699,10
0.824562993272181,0.894725526097529,10
0.0848846127950589,0.300579406614184,10
0.344128741832692,0.837776338584503,10
0.133254670305215,0.0022166099419465,10
0.190672422220954,0.52861413520499,10
0.709846474306523,0.391515324578901,10
0.549623804576289,0.703433689011611,10
0.683458204627858,0.0341350070515452,10
0.215775413926338,0.0259122576713677,10
0.993490614818328,0.265582814452578,10
0.484300944512517,0.372943646629089,10
0.940369946852185,0.312651997450651,10
0.501487876965363,0.885070761895666,10
0.146074693905922,0.875667359625056,10
0.873219082737312,0.74778401141124,10
0.649104831857808,0.617608883910422,10
0.0227706802048022,0.754807193067092,10
0.183794371674318,0.196350228439266,10
0.31260258538035,0.254966835351068,10
0.541950334435867,0.0934582860680575,10
0.969626605164976,0.173031416272508,10
0.488420130729469,0.735989874977272,10
0.943604010833556,0.842003717616993,10
0.361760455633115,0.0262539429810666,10
0.83175575865972,0.726797176736042,10
0.458423077465095,0.0896502786558795,10
0.532561100583948,0.32313707687867,10
0.332018107451151,0.0528086766836973,10
0.76434811856306,0.386849298848018,10
0.298613111615489,0.306897126338749,10
0.74672466345079,0.905798089244945,10
0.812326012130099,0.296256689867489,10
0.0996208448510081,0.025187474336966,11
0.655071888250976,0.231279121827248,11
0.968994628534337,0.317923962814273,11
0.191380631830651,0.764786936060483,11
0.610735838684509,0.765968573581548,11
0.173781799493336,0.988456753645039,11
0.552686841390137,0.301951638149382,11
0.930360871714449,0.365366502959295,11
0.581105509813016,0.186707077421221,11
0.657676717509936,0.607548565950032,11
0.209132124071456,0.63388879524927,11
0.994954643120095,0.685577159944834,11
0.520324488808858,0.534884603201261,11
0.15001459526632,0.62515982382717,11
0.692559197560628,0.211078375721782,11
0.270047395466917,0.320975771255266,11
0.192303314989141,0.155348869147604,11
0.931579684567008,0.0994114635438441,11
0.470013633550835,0.269413049336815,11
0.40162623878117,0.88599548105579,11
0.797960530891862,0.957914332082642,11
0.64249027883005,0.0906968191652675,11
0.636257360739428,0.208905242465923,11
0.0168234049633602,0.890940197201736,11
0.464534244484099,0.208067960497669,11
0.428367259364751,0.433322390857912,11
0.0646145869147086,0.490478704277856,11
0.216337785298923,0.892219923621473,11
0.740348410388835,0.753933850136601,11
0.997301007882182,0.0442713291085282,11
0.457108539930664,0.0744890042005217,11
0.29953274671961,0.00685334897085732,11
0.235645529892842,0.835926411159355,11
0.0530543815137179,0.114854509807033,11
0.975639870843692,0.7797839847263,11
0.560261269652788,0.222204610447375,11
0.988623523778352,0.0732177442454516,11
0.11713452368778,0.173982239357479,11
0.177561494195957,0.120325292633113,11
0.702563377134021,0.698262755538976,11
0.279103611626331,0.170369159698579,11
0.759300100491809,0.831797703922469,11
0.860500450690747,0.524505135986725,11
0.201119241411299,0.743866051311984,11
0.443908959063176,0.437151529468844,11
0.200690127367979,0.858651969861613,11
0.0540975483248554,0.706973835231382,11
0.511643719726345,0.0787931607153389,11
0.188366344890762,0.525642841674097,11
0.733121818037396,0.525611805820452,11
0.0900581316854532,0.950431556106202,11
0.807189356701621,0.101233987503477,11
0.965803605846209,0.78793300675181,11
0.971950350386423,0.292099943431855,11
0.81181680810714,0.952406369326539,11
0.738719056247652,0.0128123454695834,11
0.26170730624984,0.840385323487824,11
0.469615914768005,0.0588895194341816,11
0.161487960958202,0.106206506503258,11
0.327249242647778,0.136315260706343,11
0.20813352112891,0.81996546365584,11
0.00510952253574715,0.446185798339147,12
0.195481402511312,0.153547823402975,12
0.231670307642323,0.248997841105187,12
0.0673631912147763,0.0198322413483094,12
0.160737285624476,0.606621498035498,12
0.611621521094358,0.178207281715089,12
0.250489722428296,0.116175060086977,12
0.0246521259665871,0.667574750668531,12
0.460629717089581,0.116080107616546,12
0.384050979297037,0.902876050899917,12
0.386648374782062,0.721001201847674,12
0.528453931313728,0.601590873523456,12
0.349997228077798,0.765818201412162,12
0.291142022904352,0.335750288210551,12
0.51028894086989,0.339776234139308,12
0.319567123594427,0.468391940205563,12
0.41875163107733,0.603439782751812,12
0.21828819034716,0.448848728599764,12
0.887101911570952,0.284738721928025,12
0.961153936524082,0.362524474691285,12
0.579646882100284,0.209818255466462,12
0.357354876927994,0.545659394726203,12
0.306049003827225,0.503962482436749,12
0.592666419851145,0.868220219220026,12
0.419225710586268,0.494463586498518,12
0.769579162896202,0.637303616777235,12
0.0406974870700871,0.214791052207364,12
0.9865263501082,0.0839429508276721,12
0.570904060530505,0.664179261559006,12
0.231829196750055,0.763686342652091,12
0.509052330800491,0.140202842897958,12
0.363437034976633,0.537951331687871,12
0.104727698631536,0.105401822381557,12
0.944997530984137,0.429292665116256,12
0.399231023290063,0.770058289500291,12
0.0635287646618092,0.454801785861009,12
0.884664915182166,0.660159632255405,12
0.330125583401313,0.748815097966961,12
0.00629078647596959,0.404970876903212,12
0.0840717362927208,0.422043507784777,12
0.236041372084567,0.210417358477399,12
0.992441552046678,0.806507114757273,12
0.812395685346289,0.897205803495517,12
0.28451200550919,0.225833154306243,12
0.0143552648706722,0.148931160408228,12
0.297024871312183,0.0367004991110582,12
0.661766970049398,0.393395235165978,12
0.544089186480831,0.961342045948879,12
0.280299893103973,0.885365729433805,12
0.905158782787645,0.877024462165008,12
0.530730762350407,0.620981093001098,12
0.379501606952354,0.595414264003137,12
0.625718745376034,0.229881194422244,12
0.196464864605177,0.682323487116905,12
0.69376730983009,0.539308446351259,12
0.0658415120440328,0.102398091402747,12
0.0673533618509925,0.675284277372853,12
0.0286924976518401,0.740621729502918,12
0.7505527672624,0.934297694023971,12
0.351066515188307,0.0358042296699175,12
0.726128081902785,0.218990576118352,12
0.650732337050518,0.0556887942359401,12
0.75202297003033,0.8610644204868,12
0.720821311580753,0.0666765804716931,12
0.207815810803345,0.00934028205613302,13
0.969049664681032,0.324515756892183,13
0.939879479103022,0.562763385603044,13
0.8016272616753,0.544301293179183,13
0.881576834892028,0.68461506288418,13
0.533319230186875,0.685255977560834,13
0.976202917213441,0.316932664192367,13
0.754309185345321,0.80779066864015,13
0.912008567331871,0.980025900002582,13
0.406708421492015,0.697283408569576,13
0.146990671666691,0.111080921280626,13
0.807592523914047,0.06194038390991,13
0.585115570270354,0.234058714298157,13
0.988147976004543,0.8962043744474,13
0.271654446116132,0.940575152717217,13
0.630181592827221,0.406243650430774,13
0.269710468028351,0.103808244150241,13
0.407737247709695,0.327386227512827,13
0.882620722820427,0.487501019467952,13
0.186711005561689,0.527162173093358,13
0.391429235967472,0.667170855954418,13
0.742947870588973,0.310968847116632,13
0.938807989779943,0.390302255355464,13
0.77207205239294,0.327832667397009,13
0.968004553113725,0.953731223884197,13
0.863496602628356,0.164041828773801,13
0.287270667429001,0.726379280462642,13
0.0674946991259642,0.264921398561675,13
0.451401079736701,0.519781653031828,13
0.157358774765997,0.491293861799604,13
0.379950533936467,0.971130966003092,13
0.176677925046392,0.0764366930175508,13
0.628394205611194,0.741749650682807,13
0.44798046593681,0.147892499046686,13
0.519238088857964,0.033389998465623,13
0.539409931094608,0.41329581943861,13
0.700938692960208,0.237628480632071,13
0.19004623143647,0.46642177638987,13
0.017446621140806,0.881175225833593,13
0.196979439631422,0.0538858207615949,13
0.949546695330352,0.583678874444861,13
0.492274511495026,0.34900518751239,13
0.811028434763208,0.578785007171297,13
0.1934188697607,0.160814584392516,13
0.601281540713852,0.95428692135503,13
0.390238934992355,0.302016882880463,13
0.539254462073177,0.794743698070903,13
0.399621033130456,0.619734506897975,13
0.44654149581375,0.833076784062559,13
0.128979215136909,0.309244683318811,13
0.460125561132405,0.260178564255683,13
0.121526162394256,0.610968921786474,13
0.567439447914254,0.294476930459063,13
0.837035290702131,0.878767344122387,13
0.178693500244308,0.392216432618436,13
0.326342543054214,0.724141976201508,13
0.929492158773394,0.20134641884574,13
0.996456465447693,0.344873588508886,13
0.862816457547452,0.451632641629143,13
0.837956185415322,0.471829550323552,13
0.674907098781918,0.819291922923545,13
0.596649600533953,0.49900860912505,13
0.993956273688193,0.3756854754897,13
0.752839360930036,0.346905098900397,13
0.802891622555367,0.13112874220245,13
0.40331231933433,0.0622359446852094,14
0.35486700359514,0.438039767557712,14
0.652885886288021,0.364661114012715,14
0.507400887061604,0.735912531812621,14
0.45426316650559,0.42581123496242,14
0.609292211513512,0.548381978555316,14
0.873798367839353,0.742755476519268,14
0.400067181048932,0.0679225666498451,14
0.308640670746483,0.205977295755947,14
0.925407372618306,0.640395361123864,14
0.162486466721778,0.782667261061913,14
0.117662941056379,0.934357084371088,14
0.947067848091502,0.0126357742203886,14
0.352104054735789,0.68782869075629,14
0.00250868198424481,0.679448408018835,14
0.58843364558909,0.759965229719869,14
0.0368073705769911,0.323230877203727,14
0.342546978169913,0.318790808423826,14
0.271991086853529,0.182872074058456,14
0.457133853910759,0.931521007787719,14
0.568445750612117,0.525384515202484,14
0.553478581141357,0.0108812593931189,14
0.720842946654436,0.873357807001654,14
0.632464940426808,0.0797863157858254,14
0.75753700658987,0.843189810771495,14
0.586918304234517,0.222911419990391,14
0.287491944447346,0.869686399179138,14
0.995953656577253,0.596004895533886,14
0.413106650562738,0.30707890180321,14
0.841112415783373,0.215018325248733,14
0.00541030655262031,0.0729411305386733,14
0.11437790086421,0.659084033639958,14
0.985885411621441,0.473049289427395,14
0.392302088080584,0.6437435008972,14
0.325766533769364,0.325701475197052,14
0.536036023221536,0.464740005593144,14
0.381694927853835,0.979038699654319,14
0.393948508468892,0.862044938271342,14
0.80794790515333,0.330515178740744,14
0.00157480609809468,0.478284197954793,14
0.715438865318899,0.422942022314708,14
0.955054536557537,0.413119602732634,14
0.81564397767967,0.404248922971414,14
0.734808077132225,0.542630554501635,14
0.0118211660017788,0.516193193273149,14
0.12522100700805,0.235477017699982,14
0.39624642149729,0.557095195598205,14
0.81340862894263,0.375084292118084,14
0.567689438869516,0.611617443218468,14
0.838517778552603,0.148027617719057,14
0.96286991777715,0.590101262083802,14
0.722452521279812,0.878051760992991,14
0.969203268881172,0.370441287086187,14
0.783508906517139,0.111605867059517,14
0.639544696692393,0.863857969042716,14
0.366018314612851,0.462997567273132,14
0.276794575459939,0.603039442322104,14
0.594615799566627,0.565918584808477,14
0.907034712061725,0.455179704187758,15
0.334451276871062,0.343888743280759,15
0.994981665098225,0.347314808650155,15
0.616474749405741,0.764367188639461,15
0.225463639427804,0.791891764594089,15
0.512587129514934,0.197241291202855,15
0.954975049766871,0.160079610632041,15
0.13663329668237,0.56361054475231,15
0.232062520162847,0.0129499168319014,15
0.374375814122482,0.32399952552641,15
0.160181640634111,0.450245043490868,15
0.0952045223413993,0.601906380408913,15
0.969296412649918,0.0148401695856419,15
0.984770665555348,0.13219305054777,15
0.103077180502847,0.803888146679783,15
0.255795525800986,0.0298914751482595,15
0.503750772946877,0.866523499808669,15
0.0499304720483442,0.296075818068034,15
0.301824289158476,0.764537934272838,15
0.778102034336673,0.0168615103168523,15
0.822206862965082,0.629559345594484,15
0.0875695637708853,0.554437201725035,15
0.611697860182812,0.172727634486496,15
0.143361422727451,0.738828756686355,15
0.173427907814795,0.236258736092028,15
0.213972779362505,0.955331037794599,15
0.679306768210689,0.0257128396086568,15
0.711527886951625,0.239223910290864,15
0.293973873265339,0.148441189434152,15
0.850720903863643,0.0828778061264823,15
0.712968486794139,0.862983744893721,15
0.891158185707854,0.237223772725726,15
0.0342345991083164,0.743570368186104,15
0.266299138356869,0.521618558557898,15
0.736342544963745,0.666723069649968,15
0.0256763595109692,0.569715059953772,15
0.0546213379833862,0.159754064682781,15
0.912762318506192,0.74276866992442,15
0.903782672832777,0.865803573096105,15
0.523899763662023,0.910176910124726,15
0.916757280218627,0.29298716028785,15
0.641914929359989,0.315640161141489,15
0.93106544431366,0.35417683194245,15
0.613904078729719,0.660713761422099,15
0.309974634432833,0.190872123227401,15
0.463428326354438,0.227815917284399,15
0.733633675745003,0.316179403150449,15
0.303420469934191,0.773382987029207,15
0.118271199218339,0.977737209456976,15
0.552603877765331,0.217095517009548,15
0.535204790971451,0.672767124712606,15
0.87743557911106,0.159004228409294,15
0.776914984794695,0.340861917458999,15
0.15377446947548,0.576067230359981,15
0.613127324213607,0.439976207523601,15
0.751879290508603,0.104547292407245,15
0.341624309166895,0.376259311832265,15
0.687265214680622,0.569717602980751,15
0.513771170856912,0.312533622232674,15
0.15979372417841,0.875534851626737,15
0.770999774585726,0.901124338674048,15
0.40140518430056,0.963678768906354,15
0.289105355618065,0.6680876077886,15
0.321794546885073,0.161823808928525,15
0.314590776771475,0.474813609155479,16
0.684683195299861,0.339639172581028,16
0.556866559374225,0.537964394866052,16
0.0178238676927078,0.801531919487809,16
0.951644774159749,0.806833735636803,16
0.37576288813809,0.177455486295488,16
0.537204715329228,0.710416996897732,16
0.40144833699909,0.873766162484268,16
0.755549905755205,0.312298038949171,16
0.670026236285727,0.874131372074078,16
0.291377279816242,0.924996801614433,16
0.884963719714609,0.188394722367072,16
0.164894881697364,0.968307854327125,16
0.893261925748284,0.43836401629435,16
0.618405714583091,0.0960785211766106,16
0.330805797320498,0.0862822068241631,16
0.588920273969329,0.73038665585794,16
0.720113909089412,0.148427241102957,16
0.120807594180228,0.624532312879255,16
0.714678870261334,0.595457290159737,16
0.865321217183971,0.0782809017903112,16
0.838683016987957,0.786065641334292,16
0.836368058042348,0.621530309747686,16
0.684566091819341,0.0434427622507281,16
0.763605834313104,0.828520832531479,16
0.12931019038635,0.564914619104437,16
0.654497916057859,0.258804813905826,16
0.329622047636521,0.9246362876965,16
0.0950659859659055,0.516227558033902,16
0.705066245902179,0.681148216464645,16
0.982663876474292,0.839094271886485,16
0.381185591932838,0.359945949923208,16
0.109321328011097,0.0840887337547453,16
0.809658304091003,0.298121411308951,16
0.256891722511102,0.578794739967162,16
0.257281239415914,0.588977165643107,16
0.350229331261558,0.136576929531834,16
0.920425422416828,0.696894699292625,16
0.853087169154668,0.682768400338817,16
0.355999491383053,0.362282819357217,16
